Information Type LHS,Information Type RHS,Relation
platform,aggregated data,unrelated
platform,android id,unrelated
platform,anonymized information,unrelated
platform,anonymous user usage data,unrelated
platform,apple game center id,unrelated
platform,application information,unrelated
platform,application software,unrelated
platform,application usage information,unrelated
platform,application version number,unrelated
platform,applications,unrelated
platform,approximate location,unrelated
platform,area code,unrelated
platform,bandwidth,unrelated
platform,battery level,unrelated
platform,brower language,unrelated
platform,browser information,unrelated
platform,browser language,unrelated
platform,browser type,unrelated
platform,browser types,unrelated
platform,call duration,unrelated
platform,call time,unrelated
platform,call types,unrelated
platform,calling-party number,unrelated
platform,carrier network,unrelated
platform,cell towers,unrelated
platform,chat histories,unrelated
platform,city,unrelated
platform,click count,unrelated
platform,clicks,unrelated
platform,cm browser input,unrelated
platform,coarse location,unrelated
platform,communications,unrelated
platform,computer performance,unrelated
platform,contact entries,unrelated
platform,contact folder,unrelated
platform,contact list,unrelated
platform,contacts,unrelated
platform,contacts folder,unrelated
platform,content interactions,unrelated
platform,cookies,unrelated
platform,country,unrelated
platform,crash reports,unrelated
platform,crashes,unrelated
platform,date,unrelated
platform,datestamp,unrelated
platform,demographic information,unrelated
platform,device brand,unrelated
platform,device characteristics,unrelated
platform,device connection information,unrelated
platform,device identifier,unrelated
platform,device identifiers,unrelated
platform,device language,unrelated
platform,device locations,unrelated
platform,device log information,unrelated
platform,device make,unrelated
platform,device model,unrelated
platform,device model number,unrelated
platform,device name,unrelated
platform,device numbers,unrelated
platform,device sensor data,unrelated
platform,device type,unrelated
platform,devices hardware,unrelated
platform,devices internet protocol,unrelated
platform,devices mac address,unrelated
platform,devices software,unrelated
platform,diagnostic information,unrelated
platform,did,unrelated
platform,domain name,unrelated
platform,domain names,unrelated
platform,domain types,unrelated
platform,dump reports,unrelated
platform,ethernet mac address,unrelated
platform,event,unrelated
platform,exit pages,unrelated
platform,forwarding numbers,unrelated
platform,friends information,unrelated
platform,functions,unrelated
platform,game activity date,unrelated
platform,game progress,unrelated
platform,game state,unrelated
platform,game system,unrelated
platform,game usage information,unrelated
platform,general geographic location,unrelated
platform,geo-location,unrelated
platform,geo-location information,unrelated
platform,geographic area,unrelated
platform,geographic data,unrelated
platform,geographic information,unrelated
platform,geographic location,unrelated
platform,geographic location information,unrelated
platform,global positioning system,unrelated
platform,gps information,unrelated
platform,gps signals,unrelated
platform,hardware,unrelated
platform,hardware device id,unrelated
platform,hardware information,unrelated
platform,hardware log information,unrelated
platform,hardware type,unrelated
platform,high-level geographic information,unrelated
platform,identifiers,unrelated
platform,identifying information,unrelated
platform,idfa,unrelated
platform,imei,unrelated
platform,incident data,unrelated
platform,installation time,unrelated
platform,installed applications,unrelated
platform,installed software,unrelated
platform,interactions,unrelated
platform,internet protocol,unrelated
platform,internet protocol address,unrelated
platform,internet protocol addresses,unrelated
platform,internet service provider,unrelated
platform,ip address,unrelated
platform,ip addresses,unrelated
platform,ip-address,unrelated
platform,isp,unrelated
platform,language,unrelated
platform,language modeling data,unrelated
platform,language modeling statistics,unrelated
platform,latitude,unrelated
platform,learned language data,unrelated
platform,location,unrelated
platform,location data,unrelated
platform,location information,unrelated
platform,location tags,unrelated
platform,locations,unrelated
platform,log data,unrelated
platform,log files,unrelated
platform,log information,unrelated
platform,mac address,unrelated
platform,mcc,unrelated
platform,media,unrelated
platform,media information,unrelated
platform,message,unrelated
platform,mobile application version,unrelated
platform,mobile country code,unrelated
platform,mobile device id,unrelated
platform,mobile device identifiers,unrelated
platform,mobile device ids,unrelated
platform,mobile device mac addresses,unrelated
platform,mobile device model,unrelated
platform,mobile device type,unrelated
platform,mobile devices unique device id,unrelated
platform,mobile devices unique identifier,unrelated
platform,mobile hardware device id,unrelated
platform,nearby device information,unrelated
platform,network information,unrelated
platform,network measurements,unrelated
platform,network media access control,unrelated
platform,network performance,unrelated
platform,network type,unrelated
platform,non-personal data,unrelated
platform,open device identification number,unrelated
platform,open udid,unrelated
platform,other hardware device id,unrelated
platform,page view time,unrelated
platform,page views,unrelated
platform,pages viewed,unrelated
platform,peripheral hardware,unrelated
platform,peripherals,unrelated
platform,personal information,unrelated
platform,phone number,unrelated
platform,photos,unrelated
platform,physical location,unrelated
possibly ip address,access device,unrelated
possibly ip address,access devices,unrelated
possibly ip address,access times,unrelated
possibly ip address,achievements,unrelated
possibly ip address,ads clicked,unrelated
possibly ip address,ads viewed,unrelated
possibly ip address,advertiser id,unrelated
possibly ip address,advertising id,unrelated
possibly ip address,aggregated data,unrelated
possibly ip address,android id,unrelated
possibly ip address,anonymized information,unrelated
possibly ip address,anonymous user usage data,unrelated
possibly ip address,apple game center id,unrelated
possibly ip address,application information,unrelated
possibly ip address,application software,unrelated
possibly ip address,application usage information,unrelated
possibly ip address,application version number,unrelated
possibly ip address,applications,unrelated
possibly ip address,approximate location,unrelated
possibly ip address,area code,unrelated
possibly ip address,bandwidth,unrelated
possibly ip address,battery level,unrelated
possibly ip address,brower language,unrelated
possibly ip address,browser information,unrelated
possibly ip address,browser language,unrelated
possibly ip address,browser type,unrelated
possibly ip address,browser types,unrelated
possibly ip address,call duration,unrelated
possibly ip address,call time,unrelated
possibly ip address,call types,unrelated
possibly ip address,calling-party number,unrelated
possibly ip address,carrier network,unrelated
possibly ip address,cell towers,unrelated
possibly ip address,chat histories,unrelated
possibly ip address,city,unrelated
possibly ip address,click count,unrelated
possibly ip address,clicks,unrelated
possibly ip address,cm browser input,unrelated
possibly ip address,coarse location,unrelated
possibly ip address,communications,unrelated
possibly ip address,computer information,unrelated
possibly ip address,computer performance,unrelated
possibly ip address,computer system information,unrelated
possibly ip address,contact entries,unrelated
possibly ip address,contact folder,unrelated
possibly ip address,contact list,unrelated
possibly ip address,contacts,unrelated
possibly ip address,contacts folder,unrelated
possibly ip address,content interactions,unrelated
possibly ip address,cookies,unrelated
possibly ip address,country,unrelated
possibly ip address,crash reports,unrelated
possibly ip address,crashes,unrelated
possibly ip address,date,unrelated
possibly ip address,datestamp,unrelated
possibly ip address,demographic information,unrelated
possibly ip address,device,unrelated
possibly ip address,device brand,unrelated
possibly ip address,device characteristics,unrelated
possibly ip address,device connection information,unrelated
possibly ip address,device identifier,unrelated
possibly ip address,device identifiers,unrelated
possibly ip address,device information,unrelated
possibly ip address,device language,unrelated
possibly ip address,device locations,unrelated
possibly ip address,device log information,unrelated
possibly ip address,device make,unrelated
possibly ip address,device model,unrelated
possibly ip address,device model number,unrelated
possibly ip address,device name,unrelated
possibly ip address,device numbers,unrelated
possibly ip address,device operating system,unrelated
possibly ip address,device sensor data,unrelated
possibly ip address,device type,unrelated
possibly ip address,device-related data,unrelated
possibly ip address,device-related information,unrelated
possibly ip address,device-specific information,unrelated
possibly ip address,devices hardware,unrelated
possibly ip address,devices internet protocol,unrelated
possibly ip address,devices mac address,unrelated
possibly ip address,devices software,unrelated
possibly ip address,diagnostic information,unrelated
possibly ip address,did,unrelated
possibly ip address,domain name,unrelated
possibly ip address,domain names,unrelated
possibly ip address,domain types,unrelated
possibly ip address,dump reports,unrelated
possibly ip address,ethernet mac address,unrelated
possibly ip address,event,unrelated
possibly ip address,exit pages,unrelated
possibly ip address,forwarding numbers,unrelated
possibly ip address,friends information,unrelated
possibly ip address,functions,unrelated
possibly ip address,game activity date,unrelated
possibly ip address,game progress,unrelated
possibly ip address,game state,unrelated
possibly ip address,game system,unrelated
possibly ip address,game usage information,unrelated
possibly ip address,general geographic location,unrelated
possibly ip address,geo-location,unrelated
possibly ip address,geo-location information,unrelated
possibly ip address,geographic area,unrelated
possibly ip address,geographic data,unrelated
possibly ip address,geographic information,unrelated
possibly ip address,geographic location,unrelated
possibly ip address,geographic location information,unrelated
possibly ip address,global positioning system,unrelated
possibly ip address,gps information,unrelated
possibly ip address,gps signals,unrelated
possibly ip address,hardware,unrelated
possibly ip address,hardware device id,unrelated
possibly ip address,hardware information,unrelated
possibly ip address,hardware log information,unrelated
possibly ip address,hardware type,unrelated
possibly ip address,high-level geographic information,unrelated
possibly ip address,identifiers,unrelated
possibly ip address,identifying information,unrelated
possibly ip address,idfa,unrelated
possibly ip address,imei,unrelated
possibly ip address,incident data,unrelated
possibly ip address,installation time,unrelated
possibly ip address,installed applications,unrelated
possibly ip address,installed software,unrelated
possibly ip address,interactions,unrelated
possibly ip address,internet service provider,unrelated
possibly ip address,isp,unrelated
possibly ip address,language,unrelated
possibly ip address,language modeling data,unrelated
possibly ip address,language modeling statistics,unrelated
possibly ip address,latitude,unrelated
possibly ip address,learned language data,unrelated
possibly ip address,location,unrelated
possibly ip address,location data,unrelated
possibly ip address,location information,unrelated
possibly ip address,location tags,unrelated
possibly ip address,locations,unrelated
possibly ip address,log data,unrelated
possibly ip address,log files,unrelated
possibly ip address,log information,unrelated
possibly ip address,mac address,unrelated
possibly ip address,machine,unrelated
possibly ip address,mcc,unrelated
possibly ip address,media,unrelated
possibly ip address,media information,unrelated
possibly ip address,message,unrelated
possibly ip address,mobile application version,unrelated
possibly ip address,mobile country code,unrelated
possibly ip address,mobile device,unrelated
possibly ip address,mobile device id,unrelated
possibly ip address,mobile device identifiers,unrelated
possibly ip address,mobile device ids,unrelated
possibly ip address,mobile device information,unrelated
possibly ip address,mobile device mac addresses,unrelated
possibly ip address,mobile device model,unrelated
possibly ip address,mobile device type,unrelated
possibly ip address,mobile devices unique device id,unrelated
possibly ip address,mobile devices unique identifier,unrelated
possibly ip address,mobile hardware device id,unrelated
possibly ip address,nearby device information,unrelated
possibly ip address,network measurements,unrelated
possibly ip address,network media access control,unrelated
possibly ip address,network performance,unrelated
possibly ip address,network type,unrelated
possibly ip address,non-personal data,unrelated
possibly ip address,open device identification number,unrelated
possibly ip address,open udid,unrelated
possibly ip address,operating system,unrelated
possibly ip address,operating system information,unrelated
possibly ip address,operating system type,unrelated
possibly ip address,operating system version,unrelated
possibly ip address,operation system version,unrelated
possibly ip address,other hardware device id,unrelated
possibly ip address,page view time,unrelated
possibly ip address,page views,unrelated
possibly ip address,pages viewed,unrelated
possibly ip address,peripheral hardware,unrelated
possibly ip address,peripherals,unrelated
possibly ip address,phone number,unrelated
possibly ip address,photos,unrelated
possibly ip address,physical location,unrelated
possibly ip address,platform,unrelated
possibly ip address,platform type,unrelated
postal code,access device,unrelated
postal code,access devices,unrelated
postal code,access times,unrelated
postal code,achievements,unrelated
postal code,ads clicked,unrelated
postal code,ads viewed,unrelated
postal code,advertiser id,unrelated
postal code,advertising id,unrelated
postal code,aggregated data,unrelated
postal code,android id,unrelated
postal code,anonymized information,unrelated
postal code,anonymous user usage data,unrelated
postal code,apple game center id,unrelated
postal code,application information,unrelated
postal code,application software,unrelated
postal code,application usage information,unrelated
postal code,application version number,unrelated
postal code,applications,unrelated
postal code,approximate location,unrelated
postal code,area code,unrelated
postal code,bandwidth,unrelated
postal code,battery level,unrelated
postal code,brower language,unrelated
postal code,browser information,unrelated
postal code,browser language,unrelated
postal code,browser type,unrelated
postal code,browser types,unrelated
postal code,call duration,unrelated
postal code,call time,unrelated
postal code,call types,unrelated
postal code,calling-party number,unrelated
postal code,carrier network,unrelated
postal code,cell towers,unrelated
postal code,chat histories,unrelated
postal code,city,unrelated
postal code,click count,unrelated
postal code,clicks,unrelated
postal code,cm browser input,unrelated
postal code,communications,unrelated
postal code,computer information,unrelated
postal code,computer performance,unrelated
postal code,computer system information,unrelated
postal code,contact entries,unrelated
postal code,contact folder,unrelated
postal code,contact list,unrelated
postal code,contacts,unrelated
postal code,contacts folder,unrelated
postal code,content interactions,unrelated
postal code,cookies,unrelated
postal code,country,unrelated
postal code,crash reports,unrelated
postal code,crashes,unrelated
postal code,date,unrelated
postal code,datestamp,unrelated
postal code,demographic information,unrelated
postal code,device,unrelated
postal code,device brand,unrelated
postal code,device characteristics,unrelated
postal code,device connection information,unrelated
postal code,device identifier,unrelated
postal code,device identifiers,unrelated
postal code,device information,unrelated
postal code,device language,unrelated
postal code,device locations,unrelated
postal code,device log information,unrelated
postal code,device make,unrelated
postal code,device model,unrelated
postal code,device model number,unrelated
postal code,device name,unrelated
postal code,device numbers,unrelated
postal code,device operating system,unrelated
postal code,device sensor data,unrelated
postal code,device type,unrelated
postal code,device-related data,unrelated
postal code,device-related information,unrelated
postal code,device-specific information,unrelated
postal code,devices hardware,unrelated
postal code,devices internet protocol,unrelated
postal code,devices mac address,unrelated
postal code,devices software,unrelated
postal code,diagnostic information,unrelated
postal code,did,unrelated
postal code,domain name,unrelated
postal code,domain names,unrelated
postal code,domain types,unrelated
postal code,dump reports,unrelated
postal code,ethernet mac address,unrelated
postal code,event,unrelated
postal code,exit pages,unrelated
postal code,forwarding numbers,unrelated
postal code,friends information,unrelated
postal code,functions,unrelated
postal code,game activity date,unrelated
postal code,game progress,unrelated
postal code,game state,unrelated
postal code,game system,unrelated
postal code,game usage information,unrelated
postal code,geographic area,unrelated
postal code,global positioning system,unrelated
postal code,gps information,unrelated
postal code,gps signals,unrelated
postal code,hardware,unrelated
postal code,hardware device id,unrelated
postal code,hardware information,unrelated
postal code,hardware log information,unrelated
postal code,hardware type,unrelated
postal code,identifiers,unrelated
postal code,identifying information,unrelated
postal code,idfa,unrelated
postal code,imei,unrelated
postal code,incident data,unrelated
postal code,installation time,unrelated
postal code,installed applications,unrelated
postal code,installed software,unrelated
postal code,interactions,unrelated
postal code,internet protocol,unrelated
postal code,internet protocol address,unrelated
postal code,internet protocol addresses,unrelated
postal code,internet service provider,unrelated
postal code,ip address,unrelated
postal code,ip addresses,unrelated
postal code,ip-address,unrelated
postal code,isp,unrelated
postal code,language,unrelated
postal code,language modeling data,unrelated
postal code,language modeling statistics,unrelated
postal code,latitude,unrelated
postal code,learned language data,unrelated
postal code,location tags,unrelated
postal code,log data,unrelated
postal code,log files,unrelated
postal code,log information,unrelated
postal code,mac address,unrelated
postal code,machine,unrelated
postal code,mcc,unrelated
postal code,media,unrelated
postal code,media information,unrelated
postal code,message,unrelated
postal code,mobile application version,unrelated
postal code,mobile country code,unrelated
postal code,mobile device,unrelated
postal code,mobile device id,unrelated
postal code,mobile device identifiers,unrelated
postal code,mobile device ids,unrelated
postal code,mobile device information,unrelated
postal code,mobile device mac addresses,unrelated
postal code,mobile device model,unrelated
postal code,mobile device type,unrelated
postal code,mobile devices unique device id,unrelated
postal code,mobile devices unique identifier,unrelated
postal code,mobile hardware device id,unrelated
postal code,nearby device information,unrelated
postal code,network information,unrelated
postal code,network measurements,unrelated
postal code,network media access control,unrelated
postal code,network performance,unrelated
postal code,network type,unrelated
postal code,non-personal data,unrelated
postal code,open device identification number,unrelated
postal code,open udid,unrelated
postal code,operating system,unrelated
postal code,operating system information,unrelated
postal code,operating system type,unrelated
postal code,operating system version,unrelated
postal code,operation system version,unrelated
postal code,other hardware device id,unrelated
postal code,page view time,unrelated
postal code,page views,unrelated
postal code,pages viewed,unrelated
postal code,peripheral hardware,unrelated
postal code,peripherals,unrelated
postal code,personal information,unrelated
postal code,phone number,unrelated
postal code,photos,unrelated
postal code,physical location,unrelated
postal code,platform,unrelated
postal code,platform type,unrelated
postal code,possibly ip address,unrelated
posted reviews,access device,unrelated
posted reviews,access devices,unrelated
posted reviews,access times,unrelated
posted reviews,achievements,unrelated
posted reviews,ads clicked,unrelated
posted reviews,ads viewed,unrelated
posted reviews,advertiser id,unrelated
posted reviews,advertising id,unrelated
posted reviews,aggregated data,unrelated
posted reviews,android id,unrelated
posted reviews,anonymized information,unrelated
posted reviews,anonymous user usage data,unrelated
posted reviews,apple game center id,unrelated
posted reviews,application information,unrelated
posted reviews,application software,unrelated
posted reviews,application usage information,unrelated
posted reviews,application version number,unrelated
posted reviews,applications,unrelated
posted reviews,approximate location,unrelated
posted reviews,area code,unrelated
posted reviews,bandwidth,unrelated
posted reviews,battery level,unrelated
posted reviews,brower language,unrelated
posted reviews,browser information,unrelated
posted reviews,browser language,unrelated
posted reviews,browser type,unrelated
posted reviews,browser types,unrelated
posted reviews,call duration,unrelated
posted reviews,call time,unrelated
posted reviews,call types,unrelated
posted reviews,calling-party number,unrelated
posted reviews,carrier network,unrelated
posted reviews,cell towers,unrelated
posted reviews,chat histories,unrelated
posted reviews,city,unrelated
posted reviews,click count,unrelated
posted reviews,clicks,unrelated
posted reviews,cm browser input,unrelated
posted reviews,coarse location,unrelated
posted reviews,communications,unrelated
posted reviews,computer information,unrelated
posted reviews,computer performance,unrelated
posted reviews,computer system information,unrelated
posted reviews,contact entries,unrelated
posted reviews,contact folder,unrelated
posted reviews,contact list,unrelated
posted reviews,contacts,unrelated
posted reviews,contacts folder,unrelated
posted reviews,content interactions,unrelated
posted reviews,cookies,unrelated
posted reviews,country,unrelated
posted reviews,crash reports,unrelated
posted reviews,crashes,unrelated
posted reviews,date,unrelated
posted reviews,datestamp,unrelated
posted reviews,demographic information,unrelated
posted reviews,device,unrelated
posted reviews,device brand,unrelated
posted reviews,device characteristics,unrelated
posted reviews,device connection information,unrelated
posted reviews,device identifier,unrelated
posted reviews,device identifiers,unrelated
posted reviews,device information,unrelated
posted reviews,device language,unrelated
posted reviews,device locations,unrelated
posted reviews,device log information,unrelated
posted reviews,device make,unrelated
posted reviews,device model,unrelated
posted reviews,device model number,unrelated
posted reviews,device name,unrelated
posted reviews,device numbers,unrelated
posted reviews,device operating system,unrelated
posted reviews,device sensor data,unrelated
posted reviews,device type,unrelated
posted reviews,device-related data,unrelated
posted reviews,device-related information,unrelated
posted reviews,device-specific information,unrelated
posted reviews,devices hardware,unrelated
posted reviews,devices internet protocol,unrelated
posted reviews,devices mac address,unrelated
posted reviews,devices software,unrelated
posted reviews,diagnostic information,unrelated
posted reviews,did,unrelated
posted reviews,domain name,unrelated
posted reviews,domain names,unrelated
posted reviews,domain types,unrelated
posted reviews,dump reports,unrelated
posted reviews,ethernet mac address,unrelated
posted reviews,exit pages,unrelated
posted reviews,forwarding numbers,unrelated
posted reviews,friends information,unrelated
posted reviews,functions,unrelated
posted reviews,game activity date,unrelated
posted reviews,game progress,unrelated
posted reviews,game state,unrelated
posted reviews,game system,unrelated
posted reviews,game usage information,unrelated
posted reviews,general geographic location,unrelated
posted reviews,geo-location,unrelated
posted reviews,geo-location information,unrelated
posted reviews,geographic area,unrelated
posted reviews,geographic data,unrelated
posted reviews,geographic information,unrelated
posted reviews,geographic location,unrelated
posted reviews,geographic location information,unrelated
posted reviews,global positioning system,unrelated
posted reviews,gps information,unrelated
posted reviews,gps signals,unrelated
posted reviews,hardware,unrelated
posted reviews,hardware device id,unrelated
posted reviews,hardware information,unrelated
posted reviews,hardware log information,unrelated
posted reviews,hardware type,unrelated
posted reviews,high-level geographic information,unrelated
posted reviews,identifiers,unrelated
posted reviews,identifying information,unrelated
posted reviews,idfa,unrelated
posted reviews,imei,unrelated
posted reviews,incident data,unrelated
posted reviews,installation time,unrelated
posted reviews,installed applications,unrelated
posted reviews,installed software,unrelated
posted reviews,internet protocol,unrelated
posted reviews,internet protocol address,unrelated
posted reviews,internet protocol addresses,unrelated
posted reviews,internet service provider,unrelated
posted reviews,ip address,unrelated
posted reviews,ip addresses,unrelated
posted reviews,ip-address,unrelated
posted reviews,isp,unrelated
posted reviews,language,unrelated
posted reviews,language modeling data,unrelated
posted reviews,language modeling statistics,unrelated
posted reviews,latitude,unrelated
posted reviews,learned language data,unrelated
posted reviews,location,unrelated
posted reviews,location data,unrelated
posted reviews,location information,unrelated
posted reviews,location tags,unrelated
posted reviews,locations,unrelated
posted reviews,log data,unrelated
posted reviews,log files,unrelated
posted reviews,log information,unrelated
posted reviews,mac address,unrelated
posted reviews,machine,unrelated
posted reviews,mcc,unrelated
posted reviews,media,unrelated
posted reviews,media information,unrelated
posted reviews,message,unrelated
posted reviews,mobile application version,unrelated
posted reviews,mobile country code,unrelated
posted reviews,mobile device,unrelated
posted reviews,mobile device id,unrelated
posted reviews,mobile device identifiers,unrelated
posted reviews,mobile device ids,unrelated
posted reviews,mobile device information,unrelated
posted reviews,mobile device mac addresses,unrelated
posted reviews,mobile device model,unrelated
posted reviews,mobile device type,unrelated
posted reviews,mobile devices unique device id,unrelated
posted reviews,mobile devices unique identifier,unrelated
posted reviews,mobile hardware device id,unrelated
posted reviews,nearby device information,unrelated
posted reviews,network information,unrelated
posted reviews,network measurements,unrelated
posted reviews,network media access control,unrelated
posted reviews,network performance,unrelated
posted reviews,network type,unrelated
posted reviews,non-personal data,unrelated
posted reviews,open device identification number,unrelated
posted reviews,open udid,unrelated
posted reviews,operating system,unrelated
posted reviews,operating system information,unrelated
posted reviews,operating system type,unrelated
posted reviews,operating system version,unrelated
posted reviews,operation system version,unrelated
posted reviews,other hardware device id,unrelated
posted reviews,page view time,unrelated
posted reviews,page views,unrelated
posted reviews,pages viewed,unrelated
posted reviews,peripheral hardware,unrelated
posted reviews,peripherals,unrelated
posted reviews,phone number,unrelated
posted reviews,photos,unrelated
posted reviews,physical location,unrelated
posted reviews,platform,unrelated
posted reviews,platform type,unrelated
posted reviews,possibly ip address,unrelated
posted reviews,postal code,unrelated
preferred language,access times,unrelated
preferred language,achievements,unrelated
preferred language,ads clicked,unrelated
preferred language,ads viewed,unrelated
preferred language,advertiser id,unrelated
preferred language,advertising id,unrelated
preferred language,aggregated data,unrelated
preferred language,android id,unrelated
preferred language,anonymized information,unrelated
preferred language,anonymous user usage data,unrelated
preferred language,apple game center id,unrelated
preferred language,application information,unrelated
preferred language,application software,unrelated
preferred language,application usage information,unrelated
preferred language,application version number,unrelated
preferred language,applications,unrelated
preferred language,approximate location,unrelated
preferred language,area code,unrelated
preferred language,bandwidth,unrelated
preferred language,battery level,unrelated
preferred language,brower language,unrelated
preferred language,browser information,unrelated
preferred language,browser language,unrelated
preferred language,browser type,unrelated
preferred language,browser types,unrelated
preferred language,call duration,unrelated
preferred language,call time,unrelated
preferred language,call types,unrelated
preferred language,calling-party number,unrelated
preferred language,carrier network,unrelated
preferred language,cell towers,unrelated
preferred language,chat histories,unrelated
preferred language,city,unrelated
preferred language,click count,unrelated
preferred language,clicks,unrelated
preferred language,cm browser input,unrelated
preferred language,coarse location,unrelated
preferred language,communications,unrelated
preferred language,computer performance,unrelated
preferred language,contact entries,unrelated
preferred language,contact folder,unrelated
preferred language,contact list,unrelated
preferred language,contacts,unrelated
preferred language,contacts folder,unrelated
preferred language,content interactions,unrelated
preferred language,cookies,unrelated
preferred language,country,unrelated
preferred language,crash reports,unrelated
preferred language,crashes,unrelated
preferred language,date,unrelated
preferred language,datestamp,unrelated
preferred language,demographic information,unrelated
preferred language,device brand,unrelated
preferred language,device characteristics,unrelated
preferred language,device connection information,unrelated
preferred language,device identifier,unrelated
preferred language,device identifiers,unrelated
preferred language,device language,unrelated
preferred language,device locations,unrelated
preferred language,device log information,unrelated
preferred language,device make,unrelated
preferred language,device model,unrelated
preferred language,device model number,unrelated
preferred language,device name,unrelated
preferred language,device numbers,unrelated
preferred language,device operating system,unrelated
preferred language,device sensor data,unrelated
preferred language,device type,unrelated
preferred language,devices hardware,unrelated
preferred language,devices internet protocol,unrelated
preferred language,devices mac address,unrelated
preferred language,devices software,unrelated
preferred language,diagnostic information,unrelated
preferred language,did,unrelated
preferred language,domain name,unrelated
preferred language,domain names,unrelated
preferred language,domain types,unrelated
preferred language,dump reports,unrelated
preferred language,ethernet mac address,unrelated
preferred language,event,unrelated
preferred language,exit pages,unrelated
preferred language,forwarding numbers,unrelated
preferred language,friends information,unrelated
preferred language,functions,unrelated
preferred language,game activity date,unrelated
preferred language,game progress,unrelated
preferred language,game state,unrelated
preferred language,game system,unrelated
preferred language,game usage information,unrelated
preferred language,general geographic location,unrelated
preferred language,geo-location,unrelated
preferred language,geo-location information,unrelated
preferred language,geographic area,unrelated
preferred language,geographic data,unrelated
preferred language,geographic information,unrelated
preferred language,geographic location,unrelated
preferred language,geographic location information,unrelated
preferred language,global positioning system,unrelated
preferred language,gps information,unrelated
preferred language,gps signals,unrelated
preferred language,hardware,unrelated
preferred language,hardware device id,unrelated
preferred language,hardware information,unrelated
preferred language,hardware log information,unrelated
preferred language,hardware type,unrelated
preferred language,high-level geographic information,unrelated
preferred language,identifiers,unrelated
preferred language,identifying information,unrelated
preferred language,idfa,unrelated
preferred language,imei,unrelated
preferred language,incident data,unrelated
preferred language,installation time,unrelated
preferred language,installed applications,unrelated
preferred language,installed software,unrelated
preferred language,interactions,unrelated
preferred language,internet protocol,unrelated
preferred language,internet protocol address,unrelated
preferred language,internet protocol addresses,unrelated
preferred language,internet service provider,unrelated
preferred language,ip address,unrelated
preferred language,ip addresses,unrelated
preferred language,ip-address,unrelated
preferred language,isp,unrelated
preferred language,language modeling data,unrelated
preferred language,language modeling statistics,unrelated
preferred language,latitude,unrelated
preferred language,learned language data,unrelated
preferred language,location,unrelated
preferred language,location data,unrelated
preferred language,location information,unrelated
preferred language,location tags,unrelated
preferred language,locations,unrelated
preferred language,log data,unrelated
preferred language,log files,unrelated
preferred language,log information,unrelated
preferred language,mac address,unrelated
preferred language,mcc,unrelated
preferred language,media,unrelated
preferred language,media information,unrelated
preferred language,message,unrelated
preferred language,mobile application version,unrelated
preferred language,mobile country code,unrelated
preferred language,mobile device id,unrelated
preferred language,mobile device identifiers,unrelated
preferred language,mobile device ids,unrelated
preferred language,mobile device mac addresses,unrelated
preferred language,mobile device model,unrelated
preferred language,mobile device type,unrelated
preferred language,mobile devices unique device id,unrelated
preferred language,mobile devices unique identifier,unrelated
preferred language,mobile hardware device id,unrelated
preferred language,nearby device information,unrelated
preferred language,network information,unrelated
preferred language,network measurements,unrelated
preferred language,network media access control,unrelated
preferred language,network performance,unrelated
preferred language,network type,unrelated
preferred language,non-personal data,unrelated
preferred language,open device identification number,unrelated
preferred language,open udid,unrelated
preferred language,operating system,unrelated
preferred language,operating system information,unrelated
preferred language,operating system type,unrelated
preferred language,operating system version,unrelated
preferred language,operation system version,unrelated
preferred language,other hardware device id,unrelated
preferred language,page view time,unrelated
preferred language,page views,unrelated
preferred language,pages viewed,unrelated
preferred language,peripheral hardware,unrelated
preferred language,peripherals,unrelated
preferred language,phone number,unrelated
preferred language,photos,unrelated
preferred language,physical location,unrelated
preferred language,platform,unrelated
preferred language,platform type,unrelated
preferred language,possibly ip address,unrelated
preferred language,postal code,unrelated
preferred language,posted reviews,unrelated
products,access device,unrelated
products,access devices,unrelated
products,access times,unrelated
products,achievements,unrelated
products,ads clicked,unrelated
products,ads viewed,unrelated
products,advertiser id,unrelated
products,advertising id,unrelated
products,aggregated data,unrelated
products,android id,unrelated
products,anonymized information,unrelated
products,anonymous user usage data,unrelated
products,apple game center id,unrelated
products,application information,unrelated
products,application software,unrelated
products,application usage information,unrelated
products,application version number,unrelated
products,applications,unrelated
products,approximate location,unrelated
products,area code,unrelated
products,bandwidth,unrelated
products,battery level,unrelated
products,brower language,unrelated
products,browser information,unrelated
products,browser language,unrelated
products,browser type,unrelated
products,browser types,unrelated
products,call duration,unrelated
products,call time,unrelated
products,call types,unrelated
products,calling-party number,unrelated
products,carrier network,unrelated
products,cell towers,unrelated
products,chat histories,unrelated
products,city,unrelated
products,click count,unrelated
products,clicks,unrelated
products,cm browser input,unrelated
products,coarse location,unrelated
products,communications,unrelated
products,computer information,unrelated
products,computer performance,unrelated
products,computer system information,unrelated
products,contact entries,unrelated
products,contact folder,unrelated
products,contact list,unrelated
products,contacts,unrelated
products,contacts folder,unrelated
products,content interactions,unrelated
products,cookies,unrelated
products,country,unrelated
products,crash reports,unrelated
products,crashes,unrelated
products,date,unrelated
products,datestamp,unrelated
products,demographic information,unrelated
products,device,unrelated
products,device brand,unrelated
products,device characteristics,unrelated
products,device connection information,unrelated
products,device identifier,unrelated
products,device identifiers,unrelated
products,device information,unrelated
products,device language,unrelated
products,device locations,unrelated
products,device log information,unrelated
products,device make,unrelated
products,device model,unrelated
