Information Type LHS,Information Type RHS,Relation
page views,brower language,unrelated
page views,browser language,unrelated
page views,browser type,unrelated
page views,browser types,unrelated
page views,calendar entries,unrelated
page views,call date,unrelated
page views,call duration,unrelated
page views,call time,unrelated
page views,call types,unrelated
page views,calling-party number,unrelated
page views,carrier network,unrelated
page views,cell towers,unrelated
page views,chat histories,unrelated
page views,chat text,unrelated
page views,city,unrelated
page views,click count,unrelated
page views,clicks,unrelated
page views,cm browser input,unrelated
page views,coarse location,unrelated
page views,communications,unrelated
page views,computer performance,unrelated
page views,computers operating system,unrelated
page views,contact entries,unrelated
page views,contact folder,unrelated
page views,contact list,unrelated
page views,contacts,unrelated
page views,contacts folder,unrelated
page views,content interactions,unrelated
page views,cookies,unrelated
page views,country,unrelated
page views,crash events,unrelated
page views,crash reports,unrelated
page views,crashes,unrelated
page views,date,unrelated
page views,datestamp,unrelated
page views,demographic information,unrelated
page views,demographic patterns,unrelated
page views,device brand,unrelated
page views,device capability,unrelated
page views,device characteristics,unrelated
page views,device connection information,unrelated
page views,device event information,unrelated
page views,device id,unrelated
page views,device identifier,unrelated
page views,device identifiers,unrelated
page views,device ids,unrelated
page views,device language,unrelated
page views,device locations,unrelated
page views,device log information,unrelated
page views,device make,unrelated
page views,device model,unrelated
page views,device model number,unrelated
page views,device name,unrelated
page views,device notifications,unrelated
page views,device numbers,unrelated
page views,device operating system,unrelated
page views,device sensor data,unrelated
page views,device type,unrelated
page views,device unique identifier,unrelated
page views,devices hardware,unrelated
page views,devices internet protocol,unrelated
page views,devices mac address,unrelated
page views,devices software,unrelated
page views,devices udid,unrelated
page views,diagnostic information,unrelated
page views,did,unrelated
page views,domain name,unrelated
page views,domain names,unrelated
page views,domain servers,unrelated
page views,domain types,unrelated
page views,dump reports,unrelated
page views,electronic identification data,unrelated
page views,ethernet mac address,unrelated
page views,feature usage information,unrelated
page views,file requested,unrelated
page views,files,unrelated
page views,forwarding numbers,unrelated
page views,friends contact information,unrelated
page views,friends information,unrelated
page views,functions,unrelated
page views,game activity date,unrelated
page views,game activity time,unrelated
page views,game progress,unrelated
page views,game state,unrelated
page views,game system,unrelated
page views,game usage information,unrelated
page views,general demographic information,unrelated
page views,general geographic location,unrelated
page views,geo-location,unrelated
page views,geo-location information,unrelated
page views,geographic area,unrelated
page views,geographic data,unrelated
page views,geographic information,unrelated
page views,geographic location,unrelated
page views,geographic location information,unrelated
page views,global positioning system,unrelated
page views,gps,unrelated
page views,gps information,unrelated
page views,gps signals,unrelated
page views,hardware,unrelated
page views,hardware device id,unrelated
page views,hardware information,unrelated
page views,hardware log information,unrelated
page views,hardware model,unrelated
page views,hardware settings,unrelated
page views,hardware type,unrelated
page views,high-level geographic information,unrelated
page views,identifiers,unrelated
page views,identifying information,unrelated
page views,idfa,unrelated
page views,imei,unrelated
page views,incident data,unrelated
page views,installation date,unrelated
page views,installation time,unrelated
page views,installed applications,unrelated
page views,installed software,unrelated
page views,international mobile equipment identity,unrelated
page views,internet browsing behavior,unrelated
page views,internet protocol,unrelated
page views,internet protocol address,unrelated
page views,internet protocol addresses,unrelated
page views,internet protocol-based location,unrelated
page views,internet service provider,unrelated
page views,ios advertising identifier,unrelated
page views,ip address,unrelated
page views,ip addresses,unrelated
page views,ip-address,unrelated
page views,iphones unique identifier,unrelated
page views,isp,unrelated
page views,language,unrelated
page views,language modeling data,unrelated
page views,language modeling statistics,unrelated
page views,latitude,unrelated
page views,learned language data,unrelated
page views,location,unrelated
page views,location data,unrelated
page views,location information,unrelated
page views,location tags,unrelated
page views,locations,unrelated
page views,log file information,unrelated
page views,log files,unrelated
page views,longitude,unrelated
page views,mac,unrelated
page views,mac address,unrelated
page views,manufacturers name,unrelated
page views,mcc,unrelated
page views,media,unrelated
page views,media access control,unrelated
page views,media information,unrelated
page views,message,unrelated
page views,mobile application usage information,unrelated
page views,mobile application version,unrelated
page views,mobile country code,unrelated
page views,mobile device,unrelated
page views,mobile device id,unrelated
page views,mobile device identifiers,unrelated
page views,mobile device ids,unrelated
page views,mobile device information,unrelated
page views,mobile device ip address,unrelated
page views,mobile device language setting,unrelated
page views,mobile device mac addresses,unrelated
page views,mobile device model,unrelated
page views,mobile device technical information,unrelated
page views,mobile device type,unrelated
page views,mobile device unique identification id,unrelated
page views,mobile devices unique device id,unrelated
page views,mobile devices unique identifier,unrelated
page views,mobile hardware device id,unrelated
page views,mobile operating system,unrelated
page views,mobile phone model,unrelated
page views,mobile phone number,unrelated
page views,mobile service carrier name,unrelated
page views,mobile unique device id,unrelated
page views,nearby device information,unrelated
page views,network information,unrelated
page views,network measurements,unrelated
page views,network media access control,unrelated
page views,network performance,unrelated
page views,network protocol,unrelated
page views,network type,unrelated
page views,non-personal data,unrelated
page views,nymgo software usage information,unrelated
page views,open device identification number,unrelated
page views,open udid,unrelated
page views,operating system,unrelated
page views,operating system information,unrelated
page views,operating system type,unrelated
page views,operating system version,unrelated
page views,operation system version,unrelated
page views,other hardware device id,unrelated
page views,page view time,unrelated
pages viewed,access times,unrelated
pages viewed,achievements,unrelated
pages viewed,actual location,unrelated
pages viewed,address book,unrelated
pages viewed,ads clicked,unrelated
pages viewed,ads viewed,unrelated
pages viewed,advertiser id,unrelated
pages viewed,advertising id,unrelated
pages viewed,advertising identifier,unrelated
pages viewed,aggregated user data,unrelated
pages viewed,android id,unrelated
pages viewed,anonymized information,unrelated
pages viewed,anonymous demographic information,unrelated
pages viewed,anonymous location data,unrelated
pages viewed,anonymous user usage data,unrelated
pages viewed,apple game center id,unrelated
pages viewed,application information,unrelated
pages viewed,application software,unrelated
pages viewed,application usage information,unrelated
pages viewed,application version number,unrelated
pages viewed,applications,unrelated
pages viewed,approximate geographic location,unrelated
pages viewed,approximate location,unrelated
pages viewed,area code,unrelated
pages viewed,bandwidth,unrelated
pages viewed,battery level,unrelated
pages viewed,bluetooth settings,unrelated
pages viewed,bluetooth signal strength,unrelated
pages viewed,brower language,unrelated
pages viewed,browser language,unrelated
pages viewed,browser type,unrelated
pages viewed,browser types,unrelated
pages viewed,calendar entries,unrelated
pages viewed,call date,unrelated
pages viewed,call duration,unrelated
pages viewed,call time,unrelated
pages viewed,call types,unrelated
pages viewed,calling-party number,unrelated
pages viewed,carrier network,unrelated
pages viewed,cell towers,unrelated
pages viewed,chat histories,unrelated
pages viewed,chat text,unrelated
pages viewed,city,unrelated
pages viewed,click count,unrelated
pages viewed,clicks,unrelated
pages viewed,cm browser input,unrelated
pages viewed,coarse location,unrelated
pages viewed,communications,unrelated
pages viewed,computer performance,unrelated
pages viewed,computers operating system,unrelated
pages viewed,contact entries,unrelated
pages viewed,contact folder,unrelated
pages viewed,contact list,unrelated
pages viewed,contacts,unrelated
pages viewed,contacts folder,unrelated
pages viewed,content interactions,unrelated
pages viewed,cookies,unrelated
pages viewed,country,unrelated
pages viewed,crash events,unrelated
pages viewed,crash reports,unrelated
pages viewed,crashes,unrelated
pages viewed,date,unrelated
pages viewed,datestamp,unrelated
pages viewed,demographic information,unrelated
pages viewed,demographic patterns,unrelated
pages viewed,device brand,unrelated
pages viewed,device capability,unrelated
pages viewed,device characteristics,unrelated
pages viewed,device connection information,unrelated
pages viewed,device event information,unrelated
pages viewed,device id,unrelated
pages viewed,device identifier,unrelated
pages viewed,device identifiers,unrelated
pages viewed,device ids,unrelated
pages viewed,device language,unrelated
pages viewed,device locations,unrelated
pages viewed,device log information,unrelated
pages viewed,device make,unrelated
pages viewed,device model,unrelated
pages viewed,device model number,unrelated
pages viewed,device name,unrelated
pages viewed,device notifications,unrelated
pages viewed,device numbers,unrelated
pages viewed,device operating system,unrelated
pages viewed,device sensor data,unrelated
pages viewed,device type,unrelated
pages viewed,device unique identifier,unrelated
pages viewed,devices hardware,unrelated
pages viewed,devices internet protocol,unrelated
pages viewed,devices mac address,unrelated
pages viewed,devices software,unrelated
pages viewed,devices udid,unrelated
pages viewed,diagnostic information,unrelated
pages viewed,did,unrelated
pages viewed,domain name,unrelated
pages viewed,domain names,unrelated
pages viewed,domain servers,unrelated
pages viewed,domain types,unrelated
pages viewed,dump reports,unrelated
pages viewed,electronic identification data,unrelated
pages viewed,ethernet mac address,unrelated
pages viewed,feature usage information,unrelated
pages viewed,file requested,unrelated
pages viewed,files,unrelated
pages viewed,forwarding numbers,unrelated
pages viewed,friends contact information,unrelated
pages viewed,friends information,unrelated
pages viewed,functions,unrelated
pages viewed,game activity date,unrelated
pages viewed,game activity time,unrelated
pages viewed,game progress,unrelated
pages viewed,game state,unrelated
pages viewed,game system,unrelated
pages viewed,game usage information,unrelated
pages viewed,general demographic information,unrelated
pages viewed,general geographic location,unrelated
pages viewed,geo-location,unrelated
pages viewed,geo-location information,unrelated
pages viewed,geographic area,unrelated
pages viewed,geographic data,unrelated
pages viewed,geographic information,unrelated
pages viewed,geographic location,unrelated
pages viewed,geographic location information,unrelated
pages viewed,global positioning system,unrelated
pages viewed,gps,unrelated
pages viewed,gps information,unrelated
pages viewed,gps signals,unrelated
pages viewed,hardware,unrelated
pages viewed,hardware device id,unrelated
pages viewed,hardware information,unrelated
pages viewed,hardware log information,unrelated
pages viewed,hardware model,unrelated
pages viewed,hardware settings,unrelated
pages viewed,hardware type,unrelated
pages viewed,high-level geographic information,unrelated
pages viewed,identifiers,unrelated
pages viewed,identifying information,unrelated
pages viewed,idfa,unrelated
pages viewed,imei,unrelated
pages viewed,incident data,unrelated
pages viewed,installation date,unrelated
pages viewed,installation time,unrelated
pages viewed,installed applications,unrelated
pages viewed,installed software,unrelated
pages viewed,international mobile equipment identity,unrelated
pages viewed,internet browsing behavior,unrelated
pages viewed,internet protocol,unrelated
pages viewed,internet protocol address,unrelated
pages viewed,internet protocol addresses,unrelated
pages viewed,internet protocol-based location,unrelated
pages viewed,internet service provider,unrelated
pages viewed,ios advertising identifier,unrelated
pages viewed,ip address,unrelated
pages viewed,ip addresses,unrelated
pages viewed,ip-address,unrelated
pages viewed,iphones unique identifier,unrelated
pages viewed,isp,unrelated
pages viewed,language,unrelated
pages viewed,language modeling data,unrelated
pages viewed,language modeling statistics,unrelated
pages viewed,latitude,unrelated
pages viewed,learned language data,unrelated
pages viewed,location,unrelated
pages viewed,location data,unrelated
pages viewed,location information,unrelated
pages viewed,location tags,unrelated
pages viewed,locations,unrelated
pages viewed,log file information,unrelated
pages viewed,log files,unrelated
pages viewed,longitude,unrelated
pages viewed,mac,unrelated
pages viewed,mac address,unrelated
pages viewed,manufacturers name,unrelated
pages viewed,mcc,unrelated
pages viewed,media,unrelated
pages viewed,media access control,unrelated
pages viewed,media information,unrelated
pages viewed,message,unrelated
pages viewed,mobile application usage information,unrelated
pages viewed,mobile application version,unrelated
pages viewed,mobile country code,unrelated
pages viewed,mobile device,unrelated
pages viewed,mobile device id,unrelated
pages viewed,mobile device identifiers,unrelated
pages viewed,mobile device ids,unrelated
pages viewed,mobile device information,unrelated
pages viewed,mobile device ip address,unrelated
pages viewed,mobile device language setting,unrelated
pages viewed,mobile device mac addresses,unrelated
pages viewed,mobile device model,unrelated
pages viewed,mobile device technical information,unrelated
pages viewed,mobile device type,unrelated
pages viewed,mobile device unique identification id,unrelated
pages viewed,mobile devices unique device id,unrelated
pages viewed,mobile devices unique identifier,unrelated
pages viewed,mobile hardware device id,unrelated
pages viewed,mobile operating system,unrelated
pages viewed,mobile phone model,unrelated
pages viewed,mobile phone number,unrelated
pages viewed,mobile service carrier name,unrelated
pages viewed,mobile unique device id,unrelated
pages viewed,nearby device information,unrelated
pages viewed,network information,unrelated
pages viewed,network measurements,unrelated
pages viewed,network media access control,unrelated
pages viewed,network performance,unrelated
pages viewed,network protocol,unrelated
pages viewed,network type,unrelated
pages viewed,non-personal data,unrelated
pages viewed,nymgo software usage information,unrelated
pages viewed,open device identification number,unrelated
pages viewed,open udid,unrelated
pages viewed,operating system,unrelated
pages viewed,operating system information,unrelated
pages viewed,operating system type,unrelated
pages viewed,operating system version,unrelated
pages viewed,operation system version,unrelated
pages viewed,other hardware device id,unrelated
pages viewed,page view time,unrelated
peripheral hardware,access times,unrelated
peripheral hardware,achievements,unrelated
peripheral hardware,actual location,unrelated
peripheral hardware,address book,unrelated
peripheral hardware,ads clicked,unrelated
peripheral hardware,ads viewed,unrelated
peripheral hardware,advertiser id,unrelated
peripheral hardware,advertising id,unrelated
peripheral hardware,advertising identifier,unrelated
peripheral hardware,aggregated data,unrelated
peripheral hardware,aggregated user data,unrelated
peripheral hardware,analytics information,unrelated
peripheral hardware,android id,unrelated
peripheral hardware,anonymized information,unrelated
peripheral hardware,anonymous demographic information,unrelated
peripheral hardware,anonymous location data,unrelated
peripheral hardware,anonymous user usage data,unrelated
peripheral hardware,apple game center id,unrelated
peripheral hardware,application information,unrelated
peripheral hardware,application software,unrelated
peripheral hardware,application usage information,unrelated
peripheral hardware,application version number,unrelated
peripheral hardware,applications,unrelated
peripheral hardware,approximate geographic location,unrelated
peripheral hardware,approximate location,unrelated
peripheral hardware,area code,unrelated
peripheral hardware,bandwidth,unrelated
peripheral hardware,battery level,unrelated
peripheral hardware,bluetooth settings,unrelated
peripheral hardware,bluetooth signal strength,unrelated
peripheral hardware,brower language,unrelated
peripheral hardware,browser,unrelated
peripheral hardware,browser information,unrelated
peripheral hardware,browser language,unrelated
peripheral hardware,browser type,unrelated
peripheral hardware,browser types,unrelated
peripheral hardware,calendar entries,unrelated
peripheral hardware,call date,unrelated
peripheral hardware,call duration,unrelated
peripheral hardware,call time,unrelated
peripheral hardware,call types,unrelated
peripheral hardware,calling-party number,unrelated
peripheral hardware,carrier network,unrelated
peripheral hardware,cell towers,unrelated
peripheral hardware,chat histories,unrelated
peripheral hardware,chat text,unrelated
peripheral hardware,city,unrelated
peripheral hardware,click count,unrelated
peripheral hardware,clicks,unrelated
peripheral hardware,cm browser input,unrelated
peripheral hardware,coarse location,unrelated
peripheral hardware,communications,unrelated
peripheral hardware,computer,unrelated
peripheral hardware,computer information,unrelated
peripheral hardware,computer performance,unrelated
peripheral hardware,computer system information,unrelated
peripheral hardware,computers operating system,unrelated
peripheral hardware,contact entries,unrelated
peripheral hardware,contact folder,unrelated
peripheral hardware,contact list,unrelated
peripheral hardware,contacts,unrelated
peripheral hardware,contacts folder,unrelated
peripheral hardware,content interactions,unrelated
peripheral hardware,content viewed,unrelated
peripheral hardware,cookies,unrelated
peripheral hardware,country,unrelated
peripheral hardware,crash events,unrelated
peripheral hardware,crash reports,unrelated
peripheral hardware,crashes,unrelated
peripheral hardware,date,unrelated
peripheral hardware,datestamp,unrelated
peripheral hardware,demographic information,unrelated
peripheral hardware,demographic patterns,unrelated
peripheral hardware,device brand,unrelated
peripheral hardware,device capability,unrelated
peripheral hardware,device characteristics,unrelated
peripheral hardware,device connection information,unrelated
peripheral hardware,device event information,unrelated
peripheral hardware,device id,unrelated
peripheral hardware,device identifier,unrelated
peripheral hardware,device identifiers,unrelated
peripheral hardware,device ids,unrelated
peripheral hardware,device language,unrelated
peripheral hardware,device locations,unrelated
peripheral hardware,device log information,unrelated
peripheral hardware,device make,unrelated
peripheral hardware,device model,unrelated
peripheral hardware,device model number,unrelated
peripheral hardware,device name,unrelated
peripheral hardware,device notifications,unrelated
peripheral hardware,device numbers,unrelated
peripheral hardware,device operating system,unrelated
peripheral hardware,device sensor data,unrelated
peripheral hardware,device type,unrelated
peripheral hardware,device unique identifier,unrelated
peripheral hardware,devices hardware,unrelated
peripheral hardware,devices internet protocol,unrelated
peripheral hardware,devices mac address,unrelated
peripheral hardware,devices software,unrelated
peripheral hardware,devices udid,unrelated
peripheral hardware,diagnostic information,unrelated
peripheral hardware,did,unrelated
peripheral hardware,domain name,unrelated
peripheral hardware,domain names,unrelated
peripheral hardware,domain servers,unrelated
peripheral hardware,domain types,unrelated
peripheral hardware,dump reports,unrelated
peripheral hardware,electronic identification data,unrelated
peripheral hardware,ethernet mac address,unrelated
peripheral hardware,event,unrelated
peripheral hardware,exit pages,unrelated
peripheral hardware,feature usage information,unrelated
peripheral hardware,file requested,unrelated
peripheral hardware,files,unrelated
peripheral hardware,forwarding numbers,unrelated
peripheral hardware,friends contact information,unrelated
peripheral hardware,friends information,unrelated
peripheral hardware,functions,unrelated
peripheral hardware,game activity date,unrelated
peripheral hardware,game activity time,unrelated
peripheral hardware,game progress,unrelated
peripheral hardware,game state,unrelated
peripheral hardware,game system,unrelated
peripheral hardware,game usage information,unrelated
peripheral hardware,general demographic information,unrelated
peripheral hardware,general geographic location,unrelated
peripheral hardware,geo-location,unrelated
peripheral hardware,geo-location information,unrelated
peripheral hardware,geographic area,unrelated
peripheral hardware,geographic data,unrelated
peripheral hardware,geographic information,unrelated
peripheral hardware,geographic location,unrelated
peripheral hardware,geographic location information,unrelated
peripheral hardware,global positioning system,unrelated
peripheral hardware,gps,unrelated
peripheral hardware,gps information,unrelated
peripheral hardware,gps signals,unrelated
peripheral hardware,hardware device id,unrelated
peripheral hardware,hardware log information,unrelated
peripheral hardware,hardware model,unrelated
peripheral hardware,hardware settings,unrelated
peripheral hardware,hardware type,unrelated
peripheral hardware,high-level geographic information,unrelated
peripheral hardware,identifiers,unrelated
peripheral hardware,identifying information,unrelated
peripheral hardware,idfa,unrelated
peripheral hardware,imei,unrelated
peripheral hardware,incident data,unrelated
peripheral hardware,installation date,unrelated
peripheral hardware,installation time,unrelated
peripheral hardware,installed applications,unrelated
peripheral hardware,installed software,unrelated
peripheral hardware,interactions,unrelated
peripheral hardware,international mobile equipment identity,unrelated
peripheral hardware,internet browsing behavior,unrelated
peripheral hardware,internet protocol,unrelated
peripheral hardware,internet protocol address,unrelated
peripheral hardware,internet protocol addresses,unrelated
peripheral hardware,internet protocol-based location,unrelated
peripheral hardware,internet service provider,unrelated
peripheral hardware,ios advertising identifier,unrelated
peripheral hardware,ip address,unrelated
peripheral hardware,ip addresses,unrelated
peripheral hardware,ip-address,unrelated
peripheral hardware,iphones unique identifier,unrelated
peripheral hardware,isp,unrelated
peripheral hardware,landing pages,unrelated
peripheral hardware,language,unrelated
peripheral hardware,language modeling data,unrelated
peripheral hardware,language modeling statistics,unrelated
peripheral hardware,latitude,unrelated
peripheral hardware,learned language data,unrelated
peripheral hardware,location,unrelated
peripheral hardware,location data,unrelated
peripheral hardware,location information,unrelated
peripheral hardware,location tags,unrelated
peripheral hardware,locations,unrelated
peripheral hardware,log data,unrelated
peripheral hardware,log file information,unrelated
peripheral hardware,log files,unrelated
peripheral hardware,log information,unrelated
peripheral hardware,longitude,unrelated
peripheral hardware,mac,unrelated
peripheral hardware,mac address,unrelated
peripheral hardware,manufacturers name,unrelated
peripheral hardware,mcc,unrelated
peripheral hardware,media,unrelated
peripheral hardware,media access control,unrelated
peripheral hardware,media information,unrelated
peripheral hardware,message,unrelated
peripheral hardware,mobile application usage information,unrelated
peripheral hardware,mobile application version,unrelated
peripheral hardware,mobile country code,unrelated
peripheral hardware,mobile device,unrelated
peripheral hardware,mobile device id,unrelated
peripheral hardware,mobile device identifiers,unrelated
peripheral hardware,mobile device ids,unrelated
peripheral hardware,mobile device information,unrelated
peripheral hardware,mobile device ip address,unrelated
peripheral hardware,mobile device language setting,unrelated
peripheral hardware,mobile device mac addresses,unrelated
peripheral hardware,mobile device model,unrelated
peripheral hardware,mobile device technical information,unrelated
peripheral hardware,mobile device type,unrelated
peripheral hardware,mobile device unique identification id,unrelated
peripheral hardware,mobile devices unique device id,unrelated
peripheral hardware,mobile devices unique identifier,unrelated
peripheral hardware,mobile hardware device id,unrelated
peripheral hardware,mobile operating system,unrelated
peripheral hardware,mobile phone model,unrelated
peripheral hardware,mobile phone number,unrelated
peripheral hardware,mobile service carrier name,unrelated
peripheral hardware,mobile unique device id,unrelated
peripheral hardware,nearby device information,unrelated
peripheral hardware,network information,unrelated
peripheral hardware,network measurements,unrelated
peripheral hardware,network media access control,unrelated
peripheral hardware,network performance,unrelated
peripheral hardware,network protocol,unrelated
peripheral hardware,network type,unrelated
peripheral hardware,non-personal data,unrelated
peripheral hardware,nymgo software usage information,unrelated
peripheral hardware,open device identification number,unrelated
peripheral hardware,open udid,unrelated
peripheral hardware,operating system,unrelated
peripheral hardware,operating system information,unrelated
peripheral hardware,operating system type,unrelated
peripheral hardware,operating system version,unrelated
peripheral hardware,operation system version,unrelated
peripheral hardware,other hardware device id,unrelated
peripheral hardware,page view order,unrelated
peripheral hardware,page view statistics,unrelated
peripheral hardware,page view time,unrelated
peripheral hardware,page views,unrelated
peripheral hardware,pages viewed,unrelated
peripherals,access times,unrelated
peripherals,achievements,unrelated
peripherals,actual location,unrelated
peripherals,address book,unrelated
peripherals,ads clicked,unrelated
peripherals,ads viewed,unrelated
peripherals,advertiser id,unrelated
peripherals,advertising id,unrelated
peripherals,advertising identifier,unrelated
peripherals,aggregated data,unrelated
peripherals,aggregated user data,unrelated
peripherals,analytics information,unrelated
peripherals,android id,unrelated
peripherals,anonymized information,unrelated
peripherals,anonymous demographic information,unrelated
peripherals,anonymous location data,unrelated
peripherals,anonymous user usage data,unrelated
peripherals,apple game center id,unrelated
peripherals,application information,unrelated
peripherals,application software,unrelated
peripherals,application usage information,unrelated
peripherals,application version number,unrelated
peripherals,applications,unrelated
peripherals,approximate geographic location,unrelated
peripherals,approximate location,unrelated
peripherals,area code,unrelated
peripherals,bandwidth,unrelated
peripherals,battery level,unrelated
peripherals,bluetooth settings,unrelated
peripherals,bluetooth signal strength,unrelated
peripherals,brower language,unrelated
peripherals,browser,unrelated
peripherals,browser information,unrelated
peripherals,browser language,unrelated
peripherals,browser type,unrelated
peripherals,browser types,unrelated
peripherals,calendar entries,unrelated
peripherals,call date,unrelated
peripherals,call duration,unrelated
peripherals,call time,unrelated
peripherals,call types,unrelated
peripherals,calling-party number,unrelated
peripherals,carrier network,unrelated
peripherals,cell towers,unrelated
peripherals,chat histories,unrelated
peripherals,chat text,unrelated
peripherals,city,unrelated
peripherals,click count,unrelated
peripherals,clicks,unrelated
peripherals,cm browser input,unrelated
peripherals,coarse location,unrelated
peripherals,communications,unrelated
peripherals,computer,unrelated
peripherals,computer information,unrelated
peripherals,computer performance,unrelated
peripherals,computer system information,unrelated
peripherals,computers operating system,unrelated
peripherals,contact entries,unrelated
peripherals,contact folder,unrelated
peripherals,contact list,unrelated
peripherals,contacts,unrelated
peripherals,contacts folder,unrelated
peripherals,content interactions,unrelated
peripherals,content viewed,unrelated
peripherals,cookies,unrelated
peripherals,country,unrelated
peripherals,crash events,unrelated
peripherals,crash reports,unrelated
peripherals,crashes,unrelated
peripherals,date,unrelated
peripherals,datestamp,unrelated
peripherals,demographic information,unrelated
peripherals,demographic patterns,unrelated
peripherals,device brand,unrelated
peripherals,device capability,unrelated
peripherals,device characteristics,unrelated
peripherals,device connection information,unrelated
peripherals,device event information,unrelated
peripherals,device id,unrelated
peripherals,device identifier,unrelated
peripherals,device identifiers,unrelated
peripherals,device ids,unrelated
peripherals,device language,unrelated
peripherals,device locations,unrelated
peripherals,device log information,unrelated
peripherals,device make,unrelated
peripherals,device model,unrelated
peripherals,device model number,unrelated
peripherals,device name,unrelated
peripherals,device notifications,unrelated
peripherals,device numbers,unrelated
peripherals,device operating system,unrelated
peripherals,device sensor data,unrelated
peripherals,device type,unrelated
peripherals,device unique identifier,unrelated
peripherals,devices hardware,unrelated
peripherals,devices internet protocol,unrelated
peripherals,devices mac address,unrelated
peripherals,devices software,unrelated
peripherals,devices udid,unrelated
peripherals,diagnostic information,unrelated
peripherals,did,unrelated
peripherals,domain name,unrelated
peripherals,domain names,unrelated
peripherals,domain servers,unrelated
peripherals,domain types,unrelated
peripherals,dump reports,unrelated
peripherals,electronic identification data,unrelated
peripherals,ethernet mac address,unrelated
peripherals,event,unrelated
peripherals,exit pages,unrelated
peripherals,feature usage information,unrelated
peripherals,file requested,unrelated
peripherals,files,unrelated
peripherals,forwarding numbers,unrelated
peripherals,friends contact information,unrelated
peripherals,friends information,unrelated
peripherals,functions,unrelated
peripherals,game activity date,unrelated
peripherals,game activity time,unrelated
peripherals,game progress,unrelated
peripherals,game state,unrelated
peripherals,game system,unrelated
peripherals,game usage information,unrelated
peripherals,general demographic information,unrelated
peripherals,general geographic location,unrelated
peripherals,geo-location,unrelated
peripherals,geo-location information,unrelated
peripherals,geographic area,unrelated
peripherals,geographic data,unrelated
peripherals,geographic information,unrelated
peripherals,geographic location,unrelated
peripherals,geographic location information,unrelated
peripherals,global positioning system,unrelated
peripherals,gps,unrelated
peripherals,gps information,unrelated
peripherals,gps signals,unrelated
peripherals,hardware device id,unrelated
peripherals,hardware log information,unrelated
peripherals,hardware model,unrelated
peripherals,hardware settings,unrelated
peripherals,hardware type,unrelated
peripherals,high-level geographic information,unrelated
peripherals,identifiers,unrelated
peripherals,identifying information,unrelated
peripherals,idfa,unrelated
peripherals,imei,unrelated
peripherals,incident data,unrelated
peripherals,installation date,unrelated
peripherals,installation time,unrelated
peripherals,installed applications,unrelated
peripherals,installed software,unrelated
peripherals,interactions,unrelated
peripherals,international mobile equipment identity,unrelated
peripherals,internet browsing behavior,unrelated
peripherals,internet protocol,unrelated
peripherals,internet protocol address,unrelated
peripherals,internet protocol addresses,unrelated
peripherals,internet protocol-based location,unrelated
peripherals,internet service provider,unrelated
peripherals,ios advertising identifier,unrelated
peripherals,ip address,unrelated
peripherals,ip addresses,unrelated
peripherals,ip-address,unrelated
peripherals,iphones unique identifier,unrelated
peripherals,isp,unrelated
peripherals,landing pages,unrelated
peripherals,language,unrelated
peripherals,language modeling data,unrelated
peripherals,language modeling statistics,unrelated
peripherals,latitude,unrelated
peripherals,learned language data,unrelated
peripherals,location,unrelated
peripherals,location data,unrelated
peripherals,location information,unrelated
peripherals,location tags,unrelated
peripherals,locations,unrelated
peripherals,log data,unrelated
peripherals,log file information,unrelated
peripherals,log files,unrelated
peripherals,log information,unrelated
peripherals,longitude,unrelated
peripherals,mac,unrelated
peripherals,mac address,unrelated
peripherals,manufacturers name,unrelated
peripherals,mcc,unrelated
peripherals,media,unrelated
peripherals,media access control,unrelated
peripherals,media information,unrelated
peripherals,message,unrelated
peripherals,mobile application usage information,unrelated
peripherals,mobile application version,unrelated
peripherals,mobile country code,unrelated
peripherals,mobile device,unrelated
peripherals,mobile device id,unrelated
peripherals,mobile device identifiers,unrelated
peripherals,mobile device ids,unrelated
peripherals,mobile device information,unrelated
peripherals,mobile device ip address,unrelated
peripherals,mobile device language setting,unrelated
peripherals,mobile device mac addresses,unrelated
peripherals,mobile device model,unrelated
peripherals,mobile device technical information,unrelated
peripherals,mobile device type,unrelated
peripherals,mobile device unique identification id,unrelated
peripherals,mobile devices unique device id,unrelated
peripherals,mobile devices unique identifier,unrelated
peripherals,mobile hardware device id,unrelated
peripherals,mobile operating system,unrelated
peripherals,mobile phone model,unrelated
peripherals,mobile phone number,unrelated
peripherals,mobile service carrier name,unrelated
peripherals,mobile unique device id,unrelated
peripherals,nearby device information,unrelated
peripherals,network information,unrelated
peripherals,network measurements,unrelated
peripherals,network media access control,unrelated
peripherals,network performance,unrelated
peripherals,network protocol,unrelated
peripherals,network type,unrelated
peripherals,non-personal data,unrelated
peripherals,nymgo software usage information,unrelated
peripherals,open device identification number,unrelated
peripherals,open udid,unrelated
peripherals,operating system,unrelated
peripherals,operating system information,unrelated
peripherals,operating system type,unrelated
peripherals,operating system version,unrelated
peripherals,operation system version,unrelated
peripherals,other hardware device id,unrelated
peripherals,page view order,unrelated
peripherals,page view statistics,unrelated
peripherals,page view time,unrelated
peripherals,page views,unrelated
peripherals,pages viewed,unrelated
persistent device identifiers,access times,unrelated
persistent device identifiers,achievements,unrelated
persistent device identifiers,actual location,unrelated
persistent device identifiers,address book,unrelated
persistent device identifiers,ads clicked,unrelated
persistent device identifiers,ads viewed,unrelated
